service pair,PIP
d42d11960a0742b3a19c0de6c11012c0 <-> 228cbf320bf74d88a1839080a9a80e79,0.0
4ecafd370ce14905997184589c083233 <-> ded93a46951a4850856f972c8608ef58,0.0
a4dbbed34b4948deb9996ad724c4a640 <-> 65a4f18b98154ab7b37d32045f3c04e7,0.0
4ecafd370ce14905997184589c083233 <-> d3e99c7b9817486b967d67a28ede8014,0.0
05f5c709190c44d2b4ccc55a5dbbc87f <-> ca0f854c5b65474d9cdfa3c5304272a1,0.0
37ad67cdbcf441b2992bd23d1d2961c9 <-> 32ac0c0ac66c4e699a26c7b4aee1f548,0.0
84904c05600143b083c52d89872b1f37 <-> 9091db15481d45109ecd42f0f4220dbd,0.0
37ad67cdbcf441b2992bd23d1d2961c9 <-> 9091db15481d45109ecd42f0f4220dbd,0.0
2d6cf82a298246668008a6954d44ce21 <-> 3718933dbca24e068f545e952918844d,0.0
dd89006c3173497a950fabe3d9309088 <-> 0358d1ebf1e0471f93e137ca5922b852,0.0
89595af3ea9c4c989a108ab7cbee68a3 <-> e95b8c1438c34798a4ec444e97526748,0.0
b0e696c5b1254727b0836b29b1ddf4b8 <-> 64b27ba7e5bc46d49fcea59c29e77376,0.0
4ddf82eb6e5d48dfaf1df405c3b37a81 <-> a1052bdec5da409881412df86c8b6ae2,0.0
dd89006c3173497a950fabe3d9309088 <-> 40ec0aad2cd841bdb6d50ff8f30181f7,0.0
228cbf320bf74d88a1839080a9a80e79 <-> a9e54467c7f840bc89c9592f9f115170,0.0
40040bab7f954ba89838ce341ccc7a9d <-> 34ca1b43fd744e56921906f5f789f3b8,0.0
0358d1ebf1e0471f93e137ca5922b852 <-> 4299df97cf5b4589bf93dfa0852392dd,0.0
7243118f0db644aa8ad97619ad2d6171 <-> 91e3a28018934540b4d441e3a2fe831a,0.0
2d98837c77b544df8a6b41e4ce7f75b2 <-> 65a5ebf524084d6cb2d0dba1afb576f0,0.0
dd89006c3173497a950fabe3d9309088 <-> dd576837d04147948d9adfa498a96997,0.0
3e2ef6810e5a44d3bb41977363137dfa <-> 64b27ba7e5bc46d49fcea59c29e77376,0.0
aacc7bc61d434d57830de4ec1f2128b7 <-> 91e3a28018934540b4d441e3a2fe831a,0.0
91e3a28018934540b4d441e3a2fe831a <-> 8eb77985f2254345ba3c37019b2f4636,0.0
8f9ea551a5ad4235849450e7ca2e2fae <-> 4af2df2d3b344fbc87b7ab714f734cff,0.0
db0d1cb7b0dc479abaf7dca87c67c7dd <-> 03b23c40aa9c427b9452087f62bb407f,0.0
e95b8c1438c34798a4ec444e97526748 <-> 91e3a28018934540b4d441e3a2fe831a,0.0
299afc2a832b4af9bd7266fb98d881d9 <-> 3718933dbca24e068f545e952918844d,0.0
a9e54467c7f840bc89c9592f9f115170 <-> db0d1cb7b0dc479abaf7dca87c67c7dd,0.0
a9e54467c7f840bc89c9592f9f115170 <-> 4ecafd370ce14905997184589c083233,0.0
2b842b4d8b2b4436976016193e247cd0 <-> 4ddf82eb6e5d48dfaf1df405c3b37a81,0.0
920c0825a4cb4eaa9c94891e89c843b1 <-> c5adabd195ee401ab2e69766dce47633,0.0
017197edb68247119abddfebae83d208 <-> afa1f473fb924cfb8f53cb532170b583,0.0
299afc2a832b4af9bd7266fb98d881d9 <-> 77b6afcc46724a46b3ffc0d06405274b,0.0
1f11948ffdf74602a7c23153867a2f05 <-> 4eac45a983984834b0218d4e344d87cf,0.0
cafdc197849145048e7cabbd0a6dcc3e <-> 65a5ebf524084d6cb2d0dba1afb576f0,0.0
89595af3ea9c4c989a108ab7cbee68a3 <-> 2d29f7dcfa974504aeb2cbc11c80157e,0.0
d42d11960a0742b3a19c0de6c11012c0 <-> a2442895e4f84397adc2795c6a6f22c4,0.0
9091db15481d45109ecd42f0f4220dbd <-> 39cf6257f30d435cb7fa1a2c64e8b66a,0.0
c1e55109fee14b3ea7630941c51c5523 <-> 20360f5c64d44347a1039d85f4213965,0.0
37ad67cdbcf441b2992bd23d1d2961c9 <-> b620c54a6cbe4539b92b5995a0ec624f,0.0
299afc2a832b4af9bd7266fb98d881d9 <-> 4299df97cf5b4589bf93dfa0852392dd,0.0
40040bab7f954ba89838ce341ccc7a9d <-> 87173eaeeba64e47888e2a9b564893ce,0.0
017197edb68247119abddfebae83d208 <-> 4ddf82eb6e5d48dfaf1df405c3b37a81,0.0
c5adabd195ee401ab2e69766dce47633 <-> f7f899ec759045ddaa5c8ba5c4a798a1,0.0
a9e54467c7f840bc89c9592f9f115170 <-> 40040bab7f954ba89838ce341ccc7a9d,0.0
5b524c4b43434e2aae91467d466d828c <-> 0358d1ebf1e0471f93e137ca5922b852,0.0
1706f2245980477b892177cef1ab28ca <-> 2d29f7dcfa974504aeb2cbc11c80157e,0.0
50ccb00d91174d3bbce09588faae76b1 <-> 7e318f75af784603b43d0a988c4c1b13,0.0
ce539b5c4243488882f2d588b5c52287 <-> 994cdf8286a34d04b4c5180b86629952,0.0
89595af3ea9c4c989a108ab7cbee68a3 <-> 77b6afcc46724a46b3ffc0d06405274b,0.0
0358d1ebf1e0471f93e137ca5922b852 <-> ecc9e7209b0f4a85b1c765da891cde91,0.0
34ca1b43fd744e56921906f5f789f3b8 <-> 4af2df2d3b344fbc87b7ab714f734cff,0.0
cbcf1e59da734208ab5854c5e17603a6 <-> d3e99c7b9817486b967d67a28ede8014,0.0
7e318f75af784603b43d0a988c4c1b13 <-> 856fa0ab2e38414999df460031f379b2,0.0
3e375d8ff13246daaf0540da6e7cd404 <-> fa2cbe6b2c574161b925ffc6bdd7742c,0.0
84904c05600143b083c52d89872b1f37 <-> b620c54a6cbe4539b92b5995a0ec624f,0.0
d42d11960a0742b3a19c0de6c11012c0 <-> 3a4fdde24a12499ca3165f9f1d5ac2d2,0.0
e95b8c1438c34798a4ec444e97526748 <-> a9e54467c7f840bc89c9592f9f115170,0.0
2b842b4d8b2b4436976016193e247cd0 <-> 87173eaeeba64e47888e2a9b564893ce,0.0
1706f2245980477b892177cef1ab28ca <-> 7e318f75af784603b43d0a988c4c1b13,0.0
50ccb00d91174d3bbce09588faae76b1 <-> 2d6cf82a298246668008a6954d44ce21,0.0
8eb77985f2254345ba3c37019b2f4636 <-> 62c789191edb4db388cc4725f178f52a,0.0
3e375d8ff13246daaf0540da6e7cd404 <-> 77b6afcc46724a46b3ffc0d06405274b,0.0
7243118f0db644aa8ad97619ad2d6171 <-> 40040bab7f954ba89838ce341ccc7a9d,0.0
50ccb00d91174d3bbce09588faae76b1 <-> 856fa0ab2e38414999df460031f379b2,0.0
c1e55109fee14b3ea7630941c51c5523 <-> afa1f473fb924cfb8f53cb532170b583,0.0
a9e54467c7f840bc89c9592f9f115170 <-> ecc9e7209b0f4a85b1c765da891cde91,0.0
8f9ea551a5ad4235849450e7ca2e2fae <-> 7e318f75af784603b43d0a988c4c1b13,0.0
8f9ea551a5ad4235849450e7ca2e2fae <-> 2b842b4d8b2b4436976016193e247cd0,0.0
0380f02bcc1d416788e09e92d3282855 <-> afa1f473fb924cfb8f53cb532170b583,0.0
8f9ea551a5ad4235849450e7ca2e2fae <-> e95b8c1438c34798a4ec444e97526748,0.0
77b6afcc46724a46b3ffc0d06405274b <-> 4ddf82eb6e5d48dfaf1df405c3b37a81,0.0
34ca1b43fd744e56921906f5f789f3b8 <-> fa9ba5f5f56546ecb041c18156023e08,0.0
77b6afcc46724a46b3ffc0d06405274b <-> 3094827e1d0e426aad889254934410b4,0.0
ecc9e7209b0f4a85b1c765da891cde91 <-> 9091db15481d45109ecd42f0f4220dbd,0.0
40040bab7f954ba89838ce341ccc7a9d <-> b0e696c5b1254727b0836b29b1ddf4b8,0.0
3e2ef6810e5a44d3bb41977363137dfa <-> 2b842b4d8b2b4436976016193e247cd0,0.0
017197edb68247119abddfebae83d208 <-> a1052bdec5da409881412df86c8b6ae2,0.0
89595af3ea9c4c989a108ab7cbee68a3 <-> fa2cbe6b2c574161b925ffc6bdd7742c,0.0
920c0825a4cb4eaa9c94891e89c843b1 <-> 65a4f18b98154ab7b37d32045f3c04e7,0.0
0da553a1e46441fabd4c4a98d06924b2 <-> d3e99c7b9817486b967d67a28ede8014,0.0
8c9a59878859482c994550df914e44db <-> 4b27a705e1f14573a81e063657bb4b8f,0.0
d42d11960a0742b3a19c0de6c11012c0 <-> fa2cbe6b2c574161b925ffc6bdd7742c,0.0
1f11948ffdf74602a7c23153867a2f05 <-> 46d93b84c83d4d32a22913698ca88b95,0.0
8c9a59878859482c994550df914e44db <-> a4dbbed34b4948deb9996ad724c4a640,0.0
2d98837c77b544df8a6b41e4ce7f75b2 <-> 3094827e1d0e426aad889254934410b4,0.0
017197edb68247119abddfebae83d208 <-> 2d6cf82a298246668008a6954d44ce21,0.0
db0d1cb7b0dc479abaf7dca87c67c7dd <-> 62c789191edb4db388cc4725f178f52a,0.0
c1bbabbc18104d6bb4bed576d64632a4 <-> 3e375d8ff13246daaf0540da6e7cd404,0.0
4299df97cf5b4589bf93dfa0852392dd <-> 32ac0c0ac66c4e699a26c7b4aee1f548,0.0
c1bbabbc18104d6bb4bed576d64632a4 <-> 1706f2245980477b892177cef1ab28ca,0.0
77b6afcc46724a46b3ffc0d06405274b <-> 4299df97cf5b4589bf93dfa0852392dd,0.0
0da553a1e46441fabd4c4a98d06924b2 <-> c37ba597a21f473d9be587a1ac989c95,0.0
0ea50e90c2fd45a3847eb45c373e95e0 <-> ecc9e7209b0f4a85b1c765da891cde91,0.0
80ebb632064049589012032255cf89f8 <-> bd3e2a3a27ff401383c65083c3b948d1,0.0
80ebb632064049589012032255cf89f8 <-> 4ddf82eb6e5d48dfaf1df405c3b37a81,0.0
cbcf1e59da734208ab5854c5e17603a6 <-> 4af2df2d3b344fbc87b7ab714f734cff,0.0
65a5ebf524084d6cb2d0dba1afb576f0 <-> 65a4f18b98154ab7b37d32045f3c04e7,0.0
37ad67cdbcf441b2992bd23d1d2961c9 <-> c5adabd195ee401ab2e69766dce47633,0.0
a4dbbed34b4948deb9996ad724c4a640 <-> 64b27ba7e5bc46d49fcea59c29e77376,0.0
c1bbabbc18104d6bb4bed576d64632a4 <-> ca0f854c5b65474d9cdfa3c5304272a1,0.0
ded93a46951a4850856f972c8608ef58 <-> 505b8f7263f54e789654806514dbbd6a,0.0
b86c4cbd26a647f59f2da5dab49adf1a <-> 62c789191edb4db388cc4725f178f52a,0.0
ca0f854c5b65474d9cdfa3c5304272a1 <-> a8a0d44bf1fb43bcb3718e9f0db27ca2,0.0
b2ebd63eb4684f5489fb2bcf07f37960 <-> 3839a864de0b4828912bc15beef4e9d5,0.0
7243118f0db644aa8ad97619ad2d6171 <-> 3b4424c38fea470389fda1eb4a99d5ed,0.0
91e3a28018934540b4d441e3a2fe831a <-> 46d93b84c83d4d32a22913698ca88b95,0.0
1706f2245980477b892177cef1ab28ca <-> a8a0d44bf1fb43bcb3718e9f0db27ca2,0.0
ce539b5c4243488882f2d588b5c52287 <-> 856fa0ab2e38414999df460031f379b2,0.0
2d29f7dcfa974504aeb2cbc11c80157e <-> 7e318f75af784603b43d0a988c4c1b13,0.0
40ec0aad2cd841bdb6d50ff8f30181f7 <-> ecc9e7209b0f4a85b1c765da891cde91,0.0
d42d11960a0742b3a19c0de6c11012c0 <-> 3094827e1d0e426aad889254934410b4,0.0
37ad67cdbcf441b2992bd23d1d2961c9 <-> 0358d1ebf1e0471f93e137ca5922b852,0.0
65a5ebf524084d6cb2d0dba1afb576f0 <-> 4ddf82eb6e5d48dfaf1df405c3b37a81,0.0
dd89006c3173497a950fabe3d9309088 <-> c5adabd195ee401ab2e69766dce47633,0.0
b2ebd63eb4684f5489fb2bcf07f37960 <-> 89595af3ea9c4c989a108ab7cbee68a3,0.0
3e2ef6810e5a44d3bb41977363137dfa <-> fa2cbe6b2c574161b925ffc6bdd7742c,0.0
09414dac5e1f406aba7afa3a9cda3df6 <-> a8a0d44bf1fb43bcb3718e9f0db27ca2,0.0
80ebb632064049589012032255cf89f8 <-> 8eb77985f2254345ba3c37019b2f4636,0.0
0358d1ebf1e0471f93e137ca5922b852 <-> 64b27ba7e5bc46d49fcea59c29e77376,0.0
c1e55109fee14b3ea7630941c51c5523 <-> 84904c05600143b083c52d89872b1f37,0.0
7243118f0db644aa8ad97619ad2d6171 <-> 00b30849693646d79a9c5622bfcacace,0.0
05f5c709190c44d2b4ccc55a5dbbc87f <-> 20360f5c64d44347a1039d85f4213965,0.0
c1e55109fee14b3ea7630941c51c5523 <-> 4b27a705e1f14573a81e063657bb4b8f,0.0
40040bab7f954ba89838ce341ccc7a9d <-> a1052bdec5da409881412df86c8b6ae2,0.0
2d98837c77b544df8a6b41e4ce7f75b2 <-> e95b8c1438c34798a4ec444e97526748,0.0
dd576837d04147948d9adfa498a96997 <-> 4ddf82eb6e5d48dfaf1df405c3b37a81,0.0
994cdf8286a34d04b4c5180b86629952 <-> b0e696c5b1254727b0836b29b1ddf4b8,0.0
87173eaeeba64e47888e2a9b564893ce <-> 7e318f75af784603b43d0a988c4c1b13,0.0
c1e55109fee14b3ea7630941c51c5523 <-> 3a4fdde24a12499ca3165f9f1d5ac2d2,0.0
d42d11960a0742b3a19c0de6c11012c0 <-> b620c54a6cbe4539b92b5995a0ec624f,0.0
2d6cf82a298246668008a6954d44ce21 <-> fa2cbe6b2c574161b925ffc6bdd7742c,0.0
2b842b4d8b2b4436976016193e247cd0 <-> 9091db15481d45109ecd42f0f4220dbd,0.0
37ad67cdbcf441b2992bd23d1d2961c9 <-> 5b524c4b43434e2aae91467d466d828c,0.0
7243118f0db644aa8ad97619ad2d6171 <-> 65a5ebf524084d6cb2d0dba1afb576f0,0.0
7243118f0db644aa8ad97619ad2d6171 <-> e95b8c1438c34798a4ec444e97526748,0.0
4af2df2d3b344fbc87b7ab714f734cff <-> a8a0d44bf1fb43bcb3718e9f0db27ca2,0.0
cbcf1e59da734208ab5854c5e17603a6 <-> 50ccb00d91174d3bbce09588faae76b1,0.0
341818b796cc4479a5961da4936fead7 <-> 77b6afcc46724a46b3ffc0d06405274b,0.0
c37ba597a21f473d9be587a1ac989c95 <-> 4ddf82eb6e5d48dfaf1df405c3b37a81,0.0
40040bab7f954ba89838ce341ccc7a9d <-> 4ecafd370ce14905997184589c083233,0.0
b86c4cbd26a647f59f2da5dab49adf1a <-> 32ac0c0ac66c4e699a26c7b4aee1f548,0.0
c5adabd195ee401ab2e69766dce47633 <-> 3b4424c38fea470389fda1eb4a99d5ed,0.0
50ccb00d91174d3bbce09588faae76b1 <-> 34ca1b43fd744e56921906f5f789f3b8,0.0
8b817a2624c64b45abfb37c8ef5f1ca3 <-> 39cf6257f30d435cb7fa1a2c64e8b66a,0.0
65a4f18b98154ab7b37d32045f3c04e7 <-> 3b4424c38fea470389fda1eb4a99d5ed,0.0
43b9188c92724c1c9b9a7e75d8f9d2ed <-> 756dd38d5d1440ffb865ad60a4c151a7,0.0
02219cb05db64427a8fb59e3ef608844 <-> 39cf6257f30d435cb7fa1a2c64e8b66a,0.0
80ebb632064049589012032255cf89f8 <-> 77b6afcc46724a46b3ffc0d06405274b,0.0
46d93b84c83d4d32a22913698ca88b95 <-> 505b8f7263f54e789654806514dbbd6a,0.0
4b27a705e1f14573a81e063657bb4b8f <-> a2442895e4f84397adc2795c6a6f22c4,0.0
65a5ebf524084d6cb2d0dba1afb576f0 <-> fa2cbe6b2c574161b925ffc6bdd7742c,0.0
aacc7bc61d434d57830de4ec1f2128b7 <-> 47c61dc106fe4537b37851383630273f,0.0
c37ba597a21f473d9be587a1ac989c95 <-> 505b8f7263f54e789654806514dbbd6a,0.0
3e2ef6810e5a44d3bb41977363137dfa <-> 65a4f18b98154ab7b37d32045f3c04e7,0.0
77b6afcc46724a46b3ffc0d06405274b <-> 32ac0c0ac66c4e699a26c7b4aee1f548,0.0
40ec0aad2cd841bdb6d50ff8f30181f7 <-> dd576837d04147948d9adfa498a96997,0.0
d404478368d842a4a9a249cfce11815c <-> 341818b796cc4479a5961da4936fead7,0.0
2b842b4d8b2b4436976016193e247cd0 <-> 856fa0ab2e38414999df460031f379b2,0.0
7243118f0db644aa8ad97619ad2d6171 <-> afa1f473fb924cfb8f53cb532170b583,0.0
05f5c709190c44d2b4ccc55a5dbbc87f <-> afa1f473fb924cfb8f53cb532170b583,0.0
ca0f854c5b65474d9cdfa3c5304272a1 <-> 856fa0ab2e38414999df460031f379b2,0.0
d404478368d842a4a9a249cfce11815c <-> 2d29f7dcfa974504aeb2cbc11c80157e,0.0
b0e696c5b1254727b0836b29b1ddf4b8 <-> ded93a46951a4850856f972c8608ef58,0.0
40ec0aad2cd841bdb6d50ff8f30181f7 <-> 0358d1ebf1e0471f93e137ca5922b852,0.0
0358d1ebf1e0471f93e137ca5922b852 <-> b0e696c5b1254727b0836b29b1ddf4b8,0.0
8ba7bde9a6e54fa691ec69a34fb98f2c <-> 9091db15481d45109ecd42f0f4220dbd,0.0
3e375d8ff13246daaf0540da6e7cd404 <-> 505b8f7263f54e789654806514dbbd6a,0.0
fa2cbe6b2c574161b925ffc6bdd7742c <-> 32ac0c0ac66c4e699a26c7b4aee1f548,0.0
87173eaeeba64e47888e2a9b564893ce <-> 2d29f7dcfa974504aeb2cbc11c80157e,0.0
77b6afcc46724a46b3ffc0d06405274b <-> 8ba7bde9a6e54fa691ec69a34fb98f2c,0.0
37ad67cdbcf441b2992bd23d1d2961c9 <-> 4b27a705e1f14573a81e063657bb4b8f,0.0
b86c4cbd26a647f59f2da5dab49adf1a <-> 7243118f0db644aa8ad97619ad2d6171,0.0
65a5ebf524084d6cb2d0dba1afb576f0 <-> 3094827e1d0e426aad889254934410b4,0.0
0380f02bcc1d416788e09e92d3282855 <-> dd576837d04147948d9adfa498a96997,0.0
a4dbbed34b4948deb9996ad724c4a640 <-> a1052bdec5da409881412df86c8b6ae2,0.0
0ea50e90c2fd45a3847eb45c373e95e0 <-> dd576837d04147948d9adfa498a96997,0.0
c1bbabbc18104d6bb4bed576d64632a4 <-> ce539b5c4243488882f2d588b5c52287,0.0
37ad67cdbcf441b2992bd23d1d2961c9 <-> 46d93b84c83d4d32a22913698ca88b95,0.0
299afc2a832b4af9bd7266fb98d881d9 <-> 856fa0ab2e38414999df460031f379b2,0.0
8c9a59878859482c994550df914e44db <-> 32ac0c0ac66c4e699a26c7b4aee1f548,0.0
0fbc6670c5794dbd8f9e43664f1a0fdc <-> 0358d1ebf1e0471f93e137ca5922b852,0.0
e95b8c1438c34798a4ec444e97526748 <-> 299afc2a832b4af9bd7266fb98d881d9,0.0
ded93a46951a4850856f972c8608ef58 <-> 46d93b84c83d4d32a22913698ca88b95,0.0
4eac45a983984834b0218d4e344d87cf <-> 856fa0ab2e38414999df460031f379b2,0.0
8c9a59878859482c994550df914e44db <-> b0e696c5b1254727b0836b29b1ddf4b8,0.0
dd576837d04147948d9adfa498a96997 <-> ca0f854c5b65474d9cdfa3c5304272a1,0.0
05f5c709190c44d2b4ccc55a5dbbc87f <-> 00b30849693646d79a9c5622bfcacace,0.0
fa2cbe6b2c574161b925ffc6bdd7742c <-> 46d93b84c83d4d32a22913698ca88b95,0.0
1706f2245980477b892177cef1ab28ca <-> 9091db15481d45109ecd42f0f4220dbd,0.0
b86c4cbd26a647f59f2da5dab49adf1a <-> 4b27a705e1f14573a81e063657bb4b8f,0.0
37ad67cdbcf441b2992bd23d1d2961c9 <-> 4ddf82eb6e5d48dfaf1df405c3b37a81,0.0
ecc9e7209b0f4a85b1c765da891cde91 <-> 62c789191edb4db388cc4725f178f52a,0.0
4eac45a983984834b0218d4e344d87cf <-> 34ca1b43fd744e56921906f5f789f3b8,0.0
fe7084d7e1bb4b3f9d2262dc49c4d21d <-> a8a0d44bf1fb43bcb3718e9f0db27ca2,0.0
c37ba597a21f473d9be587a1ac989c95 <-> 50ccb00d91174d3bbce09588faae76b1,0.0
c1bbabbc18104d6bb4bed576d64632a4 <-> dd89006c3173497a950fabe3d9309088,0.0
5b524c4b43434e2aae91467d466d828c <-> 39cf6257f30d435cb7fa1a2c64e8b66a,0.0
e95b8c1438c34798a4ec444e97526748 <-> fa2cbe6b2c574161b925ffc6bdd7742c,0.0
cbcf1e59da734208ab5854c5e17603a6 <-> 65a5ebf524084d6cb2d0dba1afb576f0,0.0
2d98837c77b544df8a6b41e4ce7f75b2 <-> 9091db15481d45109ecd42f0f4220dbd,0.0
c1e55109fee14b3ea7630941c51c5523 <-> 1f11948ffdf74602a7c23153867a2f05,0.0
47c61dc106fe4537b37851383630273f <-> 3b4424c38fea470389fda1eb4a99d5ed,0.0
40ec0aad2cd841bdb6d50ff8f30181f7 <-> 91e3a28018934540b4d441e3a2fe831a,0.0
2d98837c77b544df8a6b41e4ce7f75b2 <-> 77b6afcc46724a46b3ffc0d06405274b,0.0
c1bbabbc18104d6bb4bed576d64632a4 <-> 65a4f18b98154ab7b37d32045f3c04e7,0.0
4b27a705e1f14573a81e063657bb4b8f <-> 20360f5c64d44347a1039d85f4213965,0.0
0358d1ebf1e0471f93e137ca5922b852 <-> 39cf6257f30d435cb7fa1a2c64e8b66a,0.0
43b9188c92724c1c9b9a7e75d8f9d2ed <-> a1052bdec5da409881412df86c8b6ae2,0.0
05f5c709190c44d2b4ccc55a5dbbc87f <-> 994cdf8286a34d04b4c5180b86629952,0.0
3e2ef6810e5a44d3bb41977363137dfa <-> 4b27a705e1f14573a81e063657bb4b8f,0.0
2d98837c77b544df8a6b41e4ce7f75b2 <-> 20360f5c64d44347a1039d85f4213965,0.0
3a4fdde24a12499ca3165f9f1d5ac2d2 <-> a9e54467c7f840bc89c9592f9f115170,0.0
8b817a2624c64b45abfb37c8ef5f1ca3 <-> 65a4f18b98154ab7b37d32045f3c04e7,0.0
7243118f0db644aa8ad97619ad2d6171 <-> d404478368d842a4a9a249cfce11815c,0.0
299afc2a832b4af9bd7266fb98d881d9 <-> afa1f473fb924cfb8f53cb532170b583,0.0
2b842b4d8b2b4436976016193e247cd0 <-> 7e318f75af784603b43d0a988c4c1b13,0.0
43b9188c92724c1c9b9a7e75d8f9d2ed <-> 2d6cf82a298246668008a6954d44ce21,0.0
d42d11960a0742b3a19c0de6c11012c0 <-> 64b27ba7e5bc46d49fcea59c29e77376,0.0
299afc2a832b4af9bd7266fb98d881d9 <-> 91e3a28018934540b4d441e3a2fe831a,0.0
aacc7bc61d434d57830de4ec1f2128b7 <-> 0380f02bcc1d416788e09e92d3282855,0.0
c1e55109fee14b3ea7630941c51c5523 <-> ce539b5c4243488882f2d588b5c52287,0.0
d404478368d842a4a9a249cfce11815c <-> fa9ba5f5f56546ecb041c18156023e08,0.0
20360f5c64d44347a1039d85f4213965 <-> a8a0d44bf1fb43bcb3718e9f0db27ca2,0.0
0da553a1e46441fabd4c4a98d06924b2 <-> 5b524c4b43434e2aae91467d466d828c,0.0
40ec0aad2cd841bdb6d50ff8f30181f7 <-> d404478368d842a4a9a249cfce11815c,0.0
0ea50e90c2fd45a3847eb45c373e95e0 <-> 8ba7bde9a6e54fa691ec69a34fb98f2c,0.0
dd576837d04147948d9adfa498a96997 <-> bd3e2a3a27ff401383c65083c3b948d1,0.0
d3e99c7b9817486b967d67a28ede8014 <-> fe7084d7e1bb4b3f9d2262dc49c4d21d,0.0
c37ba597a21f473d9be587a1ac989c95 <-> dd576837d04147948d9adfa498a96997,0.0
1f11948ffdf74602a7c23153867a2f05 <-> 4af2df2d3b344fbc87b7ab714f734cff,0.0
d3e99c7b9817486b967d67a28ede8014 <-> 3b4424c38fea470389fda1eb4a99d5ed,0.0
03b23c40aa9c427b9452087f62bb407f <-> a8a0d44bf1fb43bcb3718e9f0db27ca2,0.0
8c9a59878859482c994550df914e44db <-> 09414dac5e1f406aba7afa3a9cda3df6,0.0
09414dac5e1f406aba7afa3a9cda3df6 <-> 65a4f18b98154ab7b37d32045f3c04e7,0.0
65a5ebf524084d6cb2d0dba1afb576f0 <-> bd3e2a3a27ff401383c65083c3b948d1,0.0
dd89006c3173497a950fabe3d9309088 <-> 8eb77985f2254345ba3c37019b2f4636,0.0
d42d11960a0742b3a19c0de6c11012c0 <-> fa9ba5f5f56546ecb041c18156023e08,0.0
2d6cf82a298246668008a6954d44ce21 <-> 4299df97cf5b4589bf93dfa0852392dd,0.0
d42d11960a0742b3a19c0de6c11012c0 <-> 920c0825a4cb4eaa9c94891e89c843b1,0.0
fa2cbe6b2c574161b925ffc6bdd7742c <-> 65a4f18b98154ab7b37d32045f3c04e7,0.0
228cbf320bf74d88a1839080a9a80e79 <-> 87173eaeeba64e47888e2a9b564893ce,0.0
cbcf1e59da734208ab5854c5e17603a6 <-> cafdc197849145048e7cabbd0a6dcc3e,0.0
db0d1cb7b0dc479abaf7dca87c67c7dd <-> ca0f854c5b65474d9cdfa3c5304272a1,0.0
4ecafd370ce14905997184589c083233 <-> 20360f5c64d44347a1039d85f4213965,0.0
ce539b5c4243488882f2d588b5c52287 <-> f7f899ec759045ddaa5c8ba5c4a798a1,0.0
ca0f854c5b65474d9cdfa3c5304272a1 <-> 32ac0c0ac66c4e699a26c7b4aee1f548,0.0
7243118f0db644aa8ad97619ad2d6171 <-> 3094827e1d0e426aad889254934410b4,0.0
32ac0c0ac66c4e699a26c7b4aee1f548 <-> bf544761cc0c43a5b5bb9de291b72651,0.0
37ad67cdbcf441b2992bd23d1d2961c9 <-> 505b8f7263f54e789654806514dbbd6a,0.0
c1e55109fee14b3ea7630941c51c5523 <-> dd576837d04147948d9adfa498a96997,0.0
2d98837c77b544df8a6b41e4ce7f75b2 <-> 3718933dbca24e068f545e952918844d,0.0
84904c05600143b083c52d89872b1f37 <-> 4ddf82eb6e5d48dfaf1df405c3b37a81,0.0
3e375d8ff13246daaf0540da6e7cd404 <-> c5adabd195ee401ab2e69766dce47633,0.0
2b842b4d8b2b4436976016193e247cd0 <-> 505b8f7263f54e789654806514dbbd6a,0.0
3e375d8ff13246daaf0540da6e7cd404 <-> 65a4f18b98154ab7b37d32045f3c04e7,0.0
77b6afcc46724a46b3ffc0d06405274b <-> 994cdf8286a34d04b4c5180b86629952,0.0
3839a864de0b4828912bc15beef4e9d5 <-> 20360f5c64d44347a1039d85f4213965,0.0
ca0f854c5b65474d9cdfa3c5304272a1 <-> 77b6afcc46724a46b3ffc0d06405274b,0.0
4b27a705e1f14573a81e063657bb4b8f <-> 8eb77985f2254345ba3c37019b2f4636,0.0
a4dbbed34b4948deb9996ad724c4a640 <-> 4eac45a983984834b0218d4e344d87cf,0.0
05f5c709190c44d2b4ccc55a5dbbc87f <-> 4299df97cf5b4589bf93dfa0852392dd,0.0
5b524c4b43434e2aae91467d466d828c <-> 8eb77985f2254345ba3c37019b2f4636,0.0
3a4fdde24a12499ca3165f9f1d5ac2d2 <-> 03b23c40aa9c427b9452087f62bb407f,0.0
2d6cf82a298246668008a6954d44ce21 <-> fa9ba5f5f56546ecb041c18156023e08,0.0
b0e696c5b1254727b0836b29b1ddf4b8 <-> 8ba7bde9a6e54fa691ec69a34fb98f2c,0.0
341818b796cc4479a5961da4936fead7 <-> c5adabd195ee401ab2e69766dce47633,0.0
017197edb68247119abddfebae83d208 <-> 20360f5c64d44347a1039d85f4213965,0.0
e95b8c1438c34798a4ec444e97526748 <-> 756dd38d5d1440ffb865ad60a4c151a7,0.0
a9e54467c7f840bc89c9592f9f115170 <-> 9091db15481d45109ecd42f0f4220dbd,0.0
3e375d8ff13246daaf0540da6e7cd404 <-> a1052bdec5da409881412df86c8b6ae2,0.0
2b842b4d8b2b4436976016193e247cd0 <-> b0e696c5b1254727b0836b29b1ddf4b8,0.0
0da553a1e46441fabd4c4a98d06924b2 <-> 8ba7bde9a6e54fa691ec69a34fb98f2c,0.0
